,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,year,gender,gender_ints,income_class,income_class_num,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022
150,269,Cambridge,4931972.0,United States,US,grid.116068.8,Massachusetts Institute of Technology,"Renal Section, Brigham and Women's Hospital, Boston, MA; Harvard Medical School, Boston, MA; Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA. Electronic address: ergottlieb@bwh.harvard.edu.",Massachusetts,US-MA,pub.1151896263,ur.01074736350.87,Eric R,Gottlieb,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
151,270,Cambridge,4931972.0,United States,US,grid.116068.8,Massachusetts Institute of Technology,"MIT Critical Data, Cambridge, MA.",Massachusetts,US-MA,pub.1151896263,ur.011572643727.99,Mathew,Samuel,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
152,271,Boston,4930956.0,United States,US,grid.62560.37,Brigham and Women's Hospital,"Renal Section, Brigham and Women's Hospital, Boston, MA; Harvard Medical School, Boston, MA.",Massachusetts,US-MA,pub.1151896263,ur.015404210257.76,Joseph V,Bonventre,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
153,272,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Renal Section, Brigham and Women's Hospital, Boston, MA; Harvard Medical School, Boston, MA.",Massachusetts,US-MA,pub.1151896263,ur.015404210257.76,Joseph V,Bonventre,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
154,273,Cambridge,4931972.0,United States,US,grid.116068.8,Massachusetts Institute of Technology,"Harvard Medical School, Boston, MA; Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA; MIT Critical Data, Cambridge, MA; Harvard T.H. Chan School of Public Health, Boston, MA; Beth Israel Deaconess Medical Center, Boston, MA.",Massachusetts,US-MA,pub.1151896263,ur.01144416340.69,Leo A,Celi,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
155,274,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Harvard Medical School, Boston, MA; Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA; MIT Critical Data, Cambridge, MA; Harvard T.H. Chan School of Public Health, Boston, MA; Beth Israel Deaconess Medical Center, Boston, MA.",Massachusetts,US-MA,pub.1151896263,ur.01144416340.69,Leo A,Celi,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
156,275,Boston,4930956.0,United States,US,grid.239395.7,Beth Israel Deaconess Medical Center,"Harvard Medical School, Boston, MA; Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA; MIT Critical Data, Cambridge, MA; Harvard T.H. Chan School of Public Health, Boston, MA; Beth Israel Deaconess Medical Center, Boston, MA.",Massachusetts,US-MA,pub.1151896263,ur.01144416340.69,Leo A,Celi,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
157,276,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Harvard T.H. Chan School of Public Health, Boston, MA.",Massachusetts,US-MA,pub.1151896263,ur.013164311453.16,Heather,Mattie,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
158,277,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Surgery, University of Arizona, Tucson, Arizona, USA",Arizona,US-AZ,pub.1150606290,ur.014370210717.09,Molly J,Douglas,2022,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI
159,278,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Program in Applied Mathematics, University of Arizona, Tucson, Arizona, USA",Arizona,US-AZ,pub.1150606290,ur.014370210717.09,Molly J,Douglas,2022,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI
160,279,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Program in Applied Mathematics, University of Arizona, Tucson, Arizona, USA",Arizona,US-AZ,pub.1150606290,,Brian W,Bell,2022,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI
161,280,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Program in Applied Mathematics, University of Arizona, Tucson, Arizona, USA",Arizona,US-AZ,pub.1150606290,,Adrienne,Kinney,2022,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI
162,281,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Program in Applied Mathematics, University of Arizona, Tucson, Arizona, USA",Arizona,US-AZ,pub.1150606290,,Sarah A,Pungitore,2022,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI
163,282,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Program in Applied Mathematics, University of Arizona, Tucson, Arizona, USA",Arizona,US-AZ,pub.1150606290,ur.014424273403.63,Brian P,Toner,2022,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI
181,308,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Department of Medicine, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.01033313020.07,Christopher J.,Winslow,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
182,309,Chicago,4887398.0,United States,US,grid.170205.1,University of Chicago,"Department of Medicine, University of Chicago, Chicago, IL.",Illinois,US-IL,pub.1147317851,ur.01105041707.68,Dana P.,Edelson,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
183,310,Chicago,4887398.0,United States,US,grid.170205.1,University of Chicago,"Department of Medicine, University of Chicago, Chicago, IL.",Illinois,US-IL,pub.1147317851,ur.01101136273.18,Matthew M.,Churpek,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
184,311,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Department of Medicine, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.015300166771.61,Munish,Taneja,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
185,312,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Department of Medicine, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.0674051442.20,Nirav S.,Shah,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
186,313,Chicago,4887398.0,United States,US,grid.170205.1,University of Chicago,"Department of Medicine, University of Chicago, Chicago, IL.",Illinois,US-IL,pub.1147317851,ur.0674051442.20,Nirav S.,Shah,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
187,314,Madison,5261457.0,United States,US,grid.14003.36,University of Wisconsin–Madison,"Department of Medicine, University of Wisconsin, Madison, WI.",Wisconsin,US-WI,pub.1147317851,ur.010771300271.07,Avisek,Datta,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
188,315,Madison,5261457.0,United States,US,grid.14003.36,University of Wisconsin–Madison,"Department of Medicine, University of Wisconsin, Madison, WI.",Wisconsin,US-WI,pub.1147317851,,Chi-Hsiung,Wang,2022,,,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
189,316,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Department of Medicine, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.011420560247.05,Urmila,Ravichandran,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
190,317,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Research Institute, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.011566660671.93,Patrick,McNulty,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
191,318,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Medical Informatics, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.016171725413.09,Maureen,Kharasch,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
192,319,Evanston,4891382.0,United States,US,grid.240372.0,NorthShore University HealthSystem,"Medical Informatics, NorthShore University HealthSystem, Evanston, IL.",Illinois,US-IL,pub.1147317851,ur.01046346503.98,Lakshmi K.,Halasyamani,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
206,375,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Department of Chemistry and Chemical Biology, Harvard University, Cambridge, Massachusetts, USA",Massachusetts,US-MA,pub.1150021543,ur.01351737726.55,Simone,Conti,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
207,376,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Department of Chemistry and Chemical Biology, Harvard University, Cambridge, Massachusetts, USA",Massachusetts,US-MA,pub.1150021543,ur.01221151151.43,Victor,Ovchinnikov,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
208,377,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Department of Chemistry and Chemical Biology, Harvard University, Cambridge, Massachusetts, USA",Massachusetts,US-MA,pub.1150021543,ur.01120267143.14,Martin,Karplus,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
217,386,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.016606024643.63,Vivek,Jani,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
218,387,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.016352361610.87,Karan,Kapoor,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
219,388,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.012010106311.20,Joseph,Meyer,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
220,389,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.011256316706.19,Jim,Lu,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
221,390,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.016555136731.93,Erin,Goerlich,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
222,391,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.01041141333.38,Thomas S.,Metkus,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
223,392,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.010315016751.17,Jose A.,Madrazo,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
224,393,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.01261451553.16,Erin,Michos,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
225,394,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.01011516406.33,Katherine,Wu,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
226,395,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.011734350301.57,Nicole,Bavaro,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
227,396,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.01325513730.96,Shelby,Kutty,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
228,397,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.0640533567.84,Allison G.,Hays,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
229,398,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Division of Cardiology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland, USA",Maryland,US-MD,pub.1149873317,ur.016300312223.40,Monica,Mukherjee,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
256,425,Boston,4930956.0,United States,US,,"RECEPTOR.AI, Boston, MA 01234, USA","RECEPTOR.AI, Boston, MA 01234, USA",Massachusetts,US-MA,pub.1149722600,,Segiy A,Starosyla,2022,,,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
270,439,Farmington,4834272.0,United States,US,grid.208078.5,University of Connecticut Health Center,"Department of Medicine, University of Connecticut, 263 Farmington Ave, 06030, Farmington, CT, USA",Connecticut,US-CT,pub.1149471850,ur.0642505711.96,Eduardo Messias Hirano,Padrão,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
271,440,Farmington,4834272.0,United States,US,grid.208078.5,University of Connecticut Health Center,"Department of Medicine, University of Connecticut, 263 Farmington Ave, 06030, Farmington, CT, USA",Connecticut,US-CT,pub.1149471850,ur.010716132300.34,Brian,Bustos,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
272,441,Farmington,4834272.0,United States,US,grid.208078.5,University of Connecticut Health Center,"Department of Medicine, University of Connecticut, 263 Farmington Ave, 06030, Farmington, CT, USA",Connecticut,US-CT,pub.1149471850,ur.011513512700.08,Ashwin,Mahesh,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
396,591,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","Department of Computer Science, Rutgers University, Camden, NJ, United States",New Jersey,US-NJ,pub.1148895293,ur.012610176112.83,Iman,Dehzangi,2022,male,0.0,High income,4.0,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority
397,592,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","Center for Computational and Integrative Biology, Rutgers University, Camden, NJ, United States",New Jersey,US-NJ,pub.1148895293,ur.012610176112.83,Iman,Dehzangi,2022,male,0.0,High income,4.0,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority
402,597,San Bernardino,5391710.0,United States,US,grid.253565.2,"California State University, San Bernardino","Department of Management, California State University, San Bernardino, CA, United States",California,US-CA,pub.1148895293,ur.014210766261.28,Massoud,Moslehpour,2022,male,0.0,High income,4.0,"California State University, San Bernardino",Not Minority,Pub 4yr,Not Minority,HSI,Not Minority
427,622,Baltimore,4347778.0,United States,US,grid.21107.35,Johns Hopkins University,"Infectious Disease Unit, Specialty Internal Medicine, Johns Hopkins Aramco Healthcare, Dhahran, Saudi Arabia. Infectious Disease Division, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA; Infectious Disease Division, Department of Medicine, Indiana University School of Medicine, Indianapolis, IN, USA.",Maryland,US-MD,pub.1148755543,ur.0726001752.41,Jaffar A,Al-Tawfiq,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
428,623,Indianapolis,4259418.0,United States,US,grid.257413.6,Indiana University – Purdue University Indianapolis,"Infectious Disease Unit, Specialty Internal Medicine, Johns Hopkins Aramco Healthcare, Dhahran, Saudi Arabia. Infectious Disease Division, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA; Infectious Disease Division, Department of Medicine, Indiana University School of Medicine, Indianapolis, IN, USA.",Indiana,US-IN,pub.1148755543,ur.0726001752.41,Jaffar A,Al-Tawfiq,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
434,629,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.01201737615.07,Leah B.,Kosyakovsky,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
435,630,Boston,4930956.0,United States,US,grid.239395.7,Beth Israel Deaconess Medical Center,"Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.01201737615.07,Leah B.,Kosyakovsky,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
438,633,Stanford,5398563.0,United States,US,grid.168010.e,Stanford University,"Department of Medicine, Stanford University School of Medicine, Stanford, CA, USA",California,US-CA,pub.1148739673,ur.014140325137.35,Angela J.,Rogers,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
441,636,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Department of Chemistry and Chemical Biology, Harvard University, Cambridge, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.0727322673.10,Jared R.,Mayers,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
442,637,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Division of Pulmonary and Critical Care Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.0727322673.10,Jared R.,Mayers,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
443,638,Boston,4930956.0,United States,US,grid.62560.37,Brigham and Women's Hospital,"Division of Pulmonary and Critical Care Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.0727322673.10,Jared R.,Mayers,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
452,647,Cambridge,4931972.0,United States,US,grid.38142.3c,Harvard University,"Division of Pulmonary and Critical Care Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.0703666222.70,Rebecca M.,Baron,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
453,648,Boston,4930956.0,United States,US,grid.62560.37,Brigham and Women's Hospital,"Division of Pulmonary and Critical Care Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",Massachusetts,US-MA,pub.1148739673,ur.0703666222.70,Rebecca M.,Baron,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
458,653,Gainesville,4156404.0,United States,US,grid.15276.37,University of Florida,"Infectious Disease Pharmacokinetics Lab, Emerging Pathogens Institute, University of Florida, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.010024313217.65,Mohammad H.,Alshaer,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
459,654,Gainesville,4156404.0,United States,US,grid.15276.37,University of Florida,"Department of Pharmacotherapy and Translational Research, College of Pharmacy, University of Florida, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.010024313217.65,Mohammad H.,Alshaer,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
460,655,Gainesville,4156404.0,United States,US,grid.15276.37,University of Florida,"Infectious Disease Pharmacokinetics Lab, Emerging Pathogens Institute, University of Florida, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.012363164562.20,Nicole,Maranchick,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
461,656,Gainesville,4156404.0,United States,US,grid.15276.37,University of Florida,"Department of Pharmacotherapy and Translational Research, College of Pharmacy, University of Florida, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.012363164562.20,Nicole,Maranchick,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
462,657,Gainesville,4156404.0,United States,US,grid.15276.37,University of Florida,"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.011042055303.85,Chen,Bai,2022,male,0.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
463,658,Gainesville,4156404.0,United States,US,grid.430321.7,UF Health Shands Hospital,"Department of Pharmacy, UF Health Shands Hospital, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.012566336467.62,Kelly L.,Maguigan,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
464,659,Gainesville,4156404.0,United States,US,grid.15276.37,University of Florida,"Department of Pharmacotherapy and Translational Research, College of Pharmacy, University of Florida, Gainesville, Florida, USA",Florida,US-FL,pub.1148648499,ur.01074101726.05,Bethany,Shoulders,2022,female,1.0,High income,4.0,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority,Not Minority
